time,void_total_density,void_average_radius,frank_total_density,frank_average_radius
30398,1.43E+12,4.23E-07,4.0613E+19,6.567E-07
30399,1.43E+12,4.23E-07,4.0614E+19,6.567E-07
30400,1.43E+12,4.23E-07,4.0615E+19,6.567E-07
30401,1.43E+12,4.23E-07,4.0616E+19,6.567E-07
30402,1.43E+12,4.23E-07,4.0618E+19,6.567E-07
30403,1.43E+12,4.23E-07,4.0619E+19,6.567E-07
30404,1.43E+12,4.23E-07,4.062E+19,6.567E-07
30405,1.43E+12,4.23E-07,4.0621E+19,6.567E-07
30406,1.43E+12,4.23E-07,4.0623E+19,6.567E-07
30407,1.43E+12,4.23E-07,4.0624E+19,6.567E-07
30408,1.43E+12,4.23E-07,4.0625E+19,6.567E-07
30409,1.43E+12,4.23E-07,4.0626E+19,6.567E-07
30410,1.43E+12,4.23E-07,4.0628E+19,6.567E-07
30411,1.43E+12,4.23E-07,4.0629E+19,6.567E-07
30412,1.43E+12,4.23E-07,4.063E+19,6.567E-07
30413,1.43E+12,4.23E-07,4.0631E+19,6.567E-07
30414,1.43E+12,4.23E-07,4.0632E+19,6.567E-07
30415,1.43E+12,4.23E-07,4.0634E+19,6.567E-07
30416,1.43E+12,4.23E-07,4.0635E+19,6.567E-07
30417,1.43E+12,4.23E-07,4.0636E+19,6.567E-07
30418,1.43E+12,4.23E-07,4.0637E+19,6.567E-07
30419,1.43E+12,4.23E-07,4.0639E+19,6.567E-07
30420,1.43E+12,4.23E-07,4.064E+19,6.567E-07
30421,1.43E+12,4.23E-07,4.0641E+19,6.567E-07
30422,1.43E+12,4.23E-07,4.0642E+19,6.567E-07
30423,1.43E+12,4.23E-07,4.0644E+19,6.567E-07
30424,1.43E+12,4.23E-07,4.0645E+19,6.567E-07
30425,1.43E+12,4.23E-07,4.0646E+19,6.567E-07
30426,1.43E+12,4.23E-07,4.0647E+19,6.567E-07
30427,1.43E+12,4.23E-07,4.0649E+19,6.567E-07
30428,1.43E+12,4.23E-07,4.065E+19,6.567E-07
30429,1.43E+12,4.23E-07,4.0651E+19,6.567E-07
30430,1.43E+12,4.23E-07,4.0652E+19,6.567E-07
30431,1.43E+12,4.23E-07,4.0653E+19,6.567E-07
30432,1.43E+12,4.23E-07,4.0655E+19,6.567E-07
30433,1.43E+12,4.23E-07,4.0656E+19,6.567E-07
30434,1.43E+12,4.23E-07,4.0657E+19,6.567E-07
30435,1.43E+12,4.23E-07,4.0658E+19,6.567E-07
30436,1.43E+12,4.23E-07,4.066E+19,6.567E-07
30437,1.43E+12,4.23E-07,4.0661E+19,6.567E-07
30438,1.43E+12,4.23E-07,4.0662E+19,6.567E-07
30439,1.43E+12,4.23E-07,4.0663E+19,6.567E-07
30440,1.43E+12,4.23E-07,4.0665E+19,6.567E-07
30441,1.43E+12,4.23E-07,4.0666E+19,6.567E-07
30442,1.43E+12,4.23E-07,4.0667E+19,6.567E-07
30443,1.43E+12,4.23E-07,4.0668E+19,6.567E-07
30444,1.43E+12,4.23E-07,4.067E+19,6.567E-07
30445,1.43E+12,4.23E-07,4.0671E+19,6.567E-07
30446,1.43E+12,4.23E-07,4.0672E+19,6.567E-07
30447,1.43E+12,4.23E-07,4.0673E+19,6.567E-07
30448,1.43E+12,4.23E-07,4.0674E+19,6.567E-07
30449,1.43E+12,4.23E-07,4.0676E+19,6.567E-07
30450,1.43E+12,4.23E-07,4.0677E+19,6.567E-07
30451,1.43E+12,4.23E-07,4.0678E+19,6.567E-07
30452,1.43E+12,4.23E-07,4.0679E+19,6.567E-07
30453,1.43E+12,4.23E-07,4.0681E+19,6.567E-07
30454,1.43E+12,4.23E-07,4.0682E+19,6.567E-07
30455,1.43E+12,4.23E-07,4.0683E+19,6.567E-07
30456,1.43E+12,4.23E-07,4.0684E+19,6.567E-07
30457,1.43E+12,4.23E-07,4.0686E+19,6.567E-07
30458,1.43E+12,4.23E-07,4.0687E+19,6.567E-07
30459,1.43E+12,4.23E-07,4.0688E+19,6.567E-07
30460,1.43E+12,4.23E-07,4.0689E+19,6.567E-07
30461,1.43E+12,4.23E-07,4.0691E+19,6.567E-07
30462,1.43E+12,4.23E-07,4.0692E+19,6.567E-07
30463,1.43E+12,4.23E-07,4.0693E+19,6.567E-07
30464,1.43E+12,4.23E-07,4.0694E+19,6.567E-07
30465,1.43E+12,4.23E-07,4.0695E+19,6.567E-07
30466,1.43E+12,4.23E-07,4.0697E+19,6.567E-07
30467,1.43E+12,4.23E-07,4.0698E+19,6.567E-07
30468,1.43E+12,4.23E-07,4.0699E+19,6.567E-07
30469,1.43E+12,4.23E-07,4.07E+19,6.567E-07
30470,1.43E+12,4.23E-07,4.0702E+19,6.567E-07
30471,1.43E+12,4.23E-07,4.0703E+19,6.567E-07
30472,1.43E+12,4.23E-07,4.0704E+19,6.567E-07
30473,1.43E+12,4.23E-07,4.0705E+19,6.567E-07
30474,1.43E+12,4.23E-07,4.0707E+19,6.567E-07
30475,1.43E+12,4.23E-07,4.0708E+19,6.567E-07
30476,1.43E+12,4.23E-07,4.0709E+19,6.567E-07
30477,1.43E+12,4.23E-07,4.071E+19,6.567E-07
30478,1.43E+12,4.23E-07,4.0712E+19,6.567E-07
30479,1.43E+12,4.23E-07,4.0713E+19,6.567E-07
30480,1.43E+12,4.23E-07,4.0714E+19,6.567E-07
30481,1.43E+12,4.23E-07,4.0715E+19,6.567E-07
30482,1.43E+12,4.23E-07,4.0716E+19,6.567E-07
30483,1.43E+12,4.23E-07,4.0718E+19,6.567E-07
30484,1.43E+12,4.23E-07,4.0719E+19,6.567E-07
30485,1.43E+12,4.23E-07,4.072E+19,6.567E-07
30486,1.43E+12,4.23E-07,4.0721E+19,6.567E-07
30487,1.43E+12,4.23E-07,4.0723E+19,6.567E-07
30488,1.43E+12,4.23E-07,4.0724E+19,6.567E-07
30489,1.43E+12,4.23E-07,4.0725E+19,6.567E-07
30490,1.43E+12,4.23E-07,4.0726E+19,6.567E-07
30491,1.43E+12,4.23E-07,4.0728E+19,6.567E-07
30492,1.43E+12,4.23E-07,4.0729E+19,6.567E-07
30493,1.43E+12,4.23E-07,4.073E+19,6.567E-07
30494,1.43E+12,4.23E-07,4.0731E+19,6.567E-07
30495,1.43E+12,4.23E-07,4.0732E+19,6.567E-07
30496,1.43E+12,4.23E-07,4.0734E+19,6.567E-07
30497,1.43E+12,4.23E-07,4.0735E+19,6.567E-07
30498,1.43E+12,4.23E-07,4.0736E+19,6.567E-07
30499,1.43E+12,4.23E-07,4.0737E+19,6.567E-07
30500,1.43E+12,4.23E-07,4.0739E+19,6.567E-07
30501,1.43E+12,4.23E-07,4.074E+19,6.567E-07
30502,1.43E+12,4.23E-07,4.0741E+19,6.567E-07
30503,1.43E+12,4.23E-07,4.0742E+19,6.567E-07
30504,1.43E+12,4.23E-07,4.0744E+19,6.567E-07
30505,1.43E+12,4.23E-07,4.0745E+19,6.567E-07
30506,1.43E+12,4.23E-07,4.0746E+19,6.567E-07
30507,1.43E+12,4.23E-07,4.0747E+19,6.567E-07
30508,1.43E+12,4.23E-07,4.0749E+19,6.567E-07
30509,1.43E+12,4.23E-07,4.075E+19,6.567E-07
30510,1.43E+12,4.23E-07,4.0751E+19,6.567E-07
30511,1.43E+12,4.23E-07,4.0752E+19,6.567E-07
30512,1.43E+12,4.23E-07,4.0753E+19,6.567E-07
30513,1.43E+12,4.23E-07,4.0755E+19,6.567E-07
30514,1.43E+12,4.23E-07,4.0756E+19,6.567E-07
30515,1.43E+12,4.23E-07,4.0757E+19,6.567E-07
30516,1.43E+12,4.23E-07,4.0758E+19,6.567E-07
30517,1.43E+12,4.23E-07,4.076E+19,6.567E-07
30518,1.43E+12,4.23E-07,4.0761E+19,6.567E-07
30519,1.43E+12,4.23E-07,4.0762E+19,6.567E-07
30520,1.43E+12,4.23E-07,4.0763E+19,6.567E-07
30521,1.43E+12,4.23E-07,4.0765E+19,6.567E-07
30522,1.43E+12,4.23E-07,4.0766E+19,6.567E-07
30523,1.43E+12,4.23E-07,4.0767E+19,6.567E-07
30524,1.43E+12,4.23E-07,4.0768E+19,6.567E-07
30525,1.43E+12,4.23E-07,4.077E+19,6.567E-07
30526,1.43E+12,4.23E-07,4.0771E+19,6.567E-07
30527,1.43E+12,4.23E-07,4.0772E+19,6.567E-07
30528,1.43E+12,4.23E-07,4.0773E+19,6.567E-07
30529,1.43E+12,4.23E-07,4.0774E+19,6.567E-07
30530,1.43E+12,4.23E-07,4.0776E+19,6.567E-07
30531,1.43E+12,4.23E-07,4.0777E+19,6.567E-07
30532,1.43E+12,4.23E-07,4.0778E+19,6.567E-07
30533,1.43E+12,4.23E-07,4.0779E+19,6.567E-07
30534,1.43E+12,4.23E-07,4.0781E+19,6.567E-07
30535,1.43E+12,4.23E-07,4.0782E+19,6.567E-07
30536,1.43E+12,4.23E-07,4.0783E+19,6.567E-07
30537,1.43E+12,4.23E-07,4.0784E+19,6.567E-07
30538,1.43E+12,4.23E-07,4.0786E+19,6.567E-07
30539,1.43E+12,4.23E-07,4.0787E+19,6.567E-07
30540,1.43E+12,4.23E-07,4.0788E+19,6.567E-07
30541,1.43E+12,4.23E-07,4.0789E+19,6.567E-07
30542,1.43E+12,4.23E-07,4.0791E+19,6.567E-07
30543,1.43E+12,4.23E-07,4.0792E+19,6.567E-07
30544,1.43E+12,4.23E-07,4.0793E+19,6.567E-07
30545,1.43E+12,4.23E-07,4.0794E+19,6.567E-07
30546,1.43E+12,4.23E-07,4.0795E+19,6.567E-07
30547,1.43E+12,4.23E-07,4.0797E+19,6.567E-07
30548,1.43E+12,4.23E-07,4.0798E+19,6.567E-07
30549,1.43E+12,4.23E-07,4.0799E+19,6.567E-07
30550,1.43E+12,4.23E-07,4.08E+19,6.567E-07
30551,1.43E+12,4.23E-07,4.0802E+19,6.567E-07
30552,1.43E+12,4.23E-07,4.0803E+19,6.567E-07
30553,1.43E+12,4.23E-07,4.0804E+19,6.567E-07
30554,1.43E+12,4.23E-07,4.0805E+19,6.567E-07
30555,1.43E+12,4.23E-07,4.0807E+19,6.567E-07
30556,1.43E+12,4.23E-07,4.0808E+19,6.567E-07
30557,1.43E+12,4.23E-07,4.0809E+19,6.567E-07
30558,1.43E+12,4.23E-07,4.081E+19,6.567E-07
30559,1.43E+12,4.23E-07,4.0812E+19,6.567E-07
30560,1.43E+12,4.23E-07,4.0813E+19,6.567E-07
30561,1.43E+12,4.23E-07,4.0814E+19,6.567E-07
30562,1.43E+12,4.23E-07,4.0815E+19,6.567E-07
30563,1.43E+12,4.23E-07,4.0816E+19,6.567E-07
30564,1.43E+12,4.23E-07,4.0818E+19,6.567E-07
30565,1.43E+12,4.23E-07,4.0819E+19,6.567E-07
30566,1.43E+12,4.23E-07,4.082E+19,6.567E-07
30567,1.43E+12,4.23E-07,4.0821E+19,6.567E-07
30568,1.43E+12,4.23E-07,4.0823E+19,6.567E-07
30569,1.43E+12,4.23E-07,4.0824E+19,6.567E-07
30570,1.43E+12,4.23E-07,4.0825E+19,6.567E-07
30571,1.43E+12,4.23E-07,4.0826E+19,6.567E-07
30572,1.43E+12,4.23E-07,4.0828E+19,6.567E-07
30573,1.43E+12,4.23E-07,4.0829E+19,6.567E-07
30574,1.43E+12,4.23E-07,4.083E+19,6.567E-07
30575,1.43E+12,4.23E-07,4.0831E+19,6.567E-07
30576,1.43E+12,4.23E-07,4.0832E+19,6.567E-07
30577,1.43E+12,4.23E-07,4.0834E+19,6.567E-07
30578,1.43E+12,4.23E-07,4.0835E+19,6.567E-07
30579,1.43E+12,4.23E-07,4.0836E+19,6.567E-07
30580,1.43E+12,4.23E-07,4.0837E+19,6.567E-07
30581,1.43E+12,4.23E-07,4.0839E+19,6.567E-07
30582,1.43E+12,4.23E-07,4.084E+19,6.567E-07
30583,1.43E+12,4.23E-07,4.0841E+19,6.567E-07
30584,1.43E+12,4.23E-07,4.0842E+19,6.567E-07
30585,1.43E+12,4.23E-07,4.0844E+19,6.567E-07
30586,1.43E+12,4.23E-07,4.0845E+19,6.567E-07
30587,1.43E+12,4.23E-07,4.0846E+19,6.567E-07
30588,1.43E+12,4.23E-07,4.0847E+19,6.567E-07
30589,1.43E+12,4.23E-07,4.0849E+19,6.567E-07
30590,1.43E+12,4.23E-07,4.085E+19,6.567E-07
30591,1.43E+12,4.23E-07,4.0851E+19,6.567E-07
30592,1.43E+12,4.23E-07,4.0852E+19,6.567E-07
30593,1.43E+12,4.23E-07,4.0853E+19,6.567E-07
30594,1.43E+12,4.23E-07,4.0855E+19,6.567E-07
30595,1.43E+12,4.23E-07,4.0856E+19,6.567E-07
30596,1.43E+12,4.23E-07,4.0857E+19,6.567E-07
30597,1.43E+12,4.23E-07,4.0858E+19,6.567E-07
30598,1.43E+12,4.23E-07,4.086E+19,6.567E-07
30599,1.43E+12,4.23E-07,4.0861E+19,6.567E-07
30600,1.43E+12,4.23E-07,4.0862E+19,6.567E-07
30601,1.43E+12,4.23E-07,4.0863E+19,6.567E-07
30602,1.43E+12,4.23E-07,4.0865E+19,6.567E-07
30603,1.43E+12,4.23E-07,4.0866E+19,6.567E-07
30604,1.43E+12,4.23E-07,4.0867E+19,6.567E-07
30605,1.43E+12,4.23E-07,4.0868E+19,6.567E-07
30606,1.43E+12,4.23E-07,4.087E+19,6.567E-07
30607,1.43E+12,4.23E-07,4.0871E+19,6.567E-07
30608,1.43E+12,4.23E-07,4.0872E+19,6.567E-07
30609,1.43E+12,4.23E-07,4.0873E+19,6.567E-07
30610,1.43E+12,4.23E-07,4.0874E+19,6.567E-07
30611,1.43E+12,4.23E-07,4.0876E+19,6.567E-07
30612,1.43E+12,4.23E-07,4.0877E+19,6.567E-07
30613,1.43E+12,4.23E-07,4.0878E+19,6.567E-07
30614,1.43E+12,4.23E-07,4.0879E+19,6.567E-07
30615,1.43E+12,4.23E-07,4.0881E+19,6.567E-07
30616,1.43E+12,4.23E-07,4.0882E+19,6.567E-07
30617,1.43E+12,4.23E-07,4.0883E+19,6.567E-07
30618,1.43E+12,4.23E-07,4.0884E+19,6.567E-07
30619,1.43E+12,4.23E-07,4.0886E+19,6.567E-07
30620,1.43E+12,4.23E-07,4.0887E+19,6.567E-07
30621,1.43E+12,4.23E-07,4.0888E+19,6.567E-07
30622,1.43E+12,4.23E-07,4.0889E+19,6.567E-07
30623,1.43E+12,4.23E-07,4.089E+19,6.567E-07
30624,1.43E+12,4.23E-07,4.0892E+19,6.567E-07
30625,1.43E+12,4.23E-07,4.0893E+19,6.567E-07
30626,1.43E+12,4.23E-07,4.0894E+19,6.567E-07
30627,1.43E+12,4.23E-07,4.0895E+19,6.567E-07
30628,1.43E+12,4.23E-07,4.0897E+19,6.567E-07
30629,1.43E+12,4.23E-07,4.0898E+19,6.567E-07
30630,1.43E+12,4.23E-07,4.0899E+19,6.567E-07
30631,1.43E+12,4.23E-07,4.09E+19,6.567E-07
30632,1.43E+12,4.23E-07,4.0902E+19,6.567E-07
30633,1.43E+12,4.23E-07,4.0903E+19,6.567E-07
30634,1.43E+12,4.23E-07,4.0904E+19,6.567E-07
30635,1.43E+12,4.23E-07,4.0905E+19,6.567E-07
30636,1.43E+12,4.23E-07,4.0907E+19,6.567E-07
30637,1.43E+12,4.23E-07,4.0908E+19,6.567E-07
30638,1.43E+12,4.23E-07,4.0909E+19,6.567E-07
30639,1.43E+12,4.23E-07,4.091E+19,6.567E-07
30640,1.43E+12,4.23E-07,4.0911E+19,6.567E-07
30641,1.43E+12,4.23E-07,4.0913E+19,6.5675E-07
30642,1.43E+12,4.23E-07,4.0914E+19,6.5675E-07
30643,1.43E+12,4.23E-07,4.0915E+19,6.5675E-07
30644,1.43E+12,4.23E-07,4.0916E+19,6.5675E-07
30645,1.43E+12,4.23E-07,4.0918E+19,6.5675E-07
30646,1.43E+12,4.23E-07,4.0919E+19,6.5675E-07
30647,1.43E+12,4.23E-07,4.092E+19,6.5675E-07
30648,1.43E+12,4.23E-07,4.0921E+19,6.5675E-07
30649,1.43E+12,4.23E-07,4.0923E+19,6.5675E-07
30650,1.43E+12,4.23E-07,4.0924E+19,6.5675E-07
30651,1.43E+12,4.23E-07,4.0925E+19,6.5675E-07
30652,1.43E+12,4.23E-07,4.0926E+19,6.5675E-07
30653,1.43E+12,4.23E-07,4.0928E+19,6.5675E-07
30654,1.43E+12,4.23E-07,4.0929E+19,6.5675E-07
30655,1.43E+12,4.23E-07,4.093E+19,6.5675E-07
30656,1.43E+12,4.23E-07,4.0931E+19,6.5675E-07
30657,1.43E+12,4.23E-07,4.0932E+19,6.5675E-07
30658,1.43E+12,4.23E-07,4.0934E+19,6.5675E-07
30659,1.43E+12,4.23E-07,4.0935E+19,6.5675E-07
30660,1.43E+12,4.23E-07,4.0936E+19,6.5675E-07
30661,1.43E+12,4.23E-07,4.0937E+19,6.5675E-07
30662,1.43E+12,4.23E-07,4.0939E+19,6.5675E-07
30663,1.43E+12,4.23E-07,4.094E+19,6.5675E-07
30664,1.43E+12,4.23E-07,4.0941E+19,6.5675E-07
30665,1.43E+12,4.23E-07,4.0942E+19,6.5675E-07
30666,1.43E+12,4.23E-07,4.0944E+19,6.5675E-07
30667,1.43E+12,4.23E-07,4.0945E+19,6.5675E-07
30668,1.43E+12,4.23E-07,4.0946E+19,6.5675E-07
30669,1.43E+12,4.23E-07,4.0947E+19,6.5675E-07
30670,1.43E+12,4.23E-07,4.0948E+19,6.5675E-07
30671,1.43E+12,4.23E-07,4.095E+19,6.5675E-07
30672,1.43E+12,4.23E-07,4.0951E+19,6.5675E-07
30673,1.43E+12,4.23E-07,4.0952E+19,6.5675E-07
30674,1.43E+12,4.23E-07,4.0953E+19,6.5675E-07
30675,1.43E+12,4.23E-07,4.0955E+19,6.5675E-07
30676,1.43E+12,4.23E-07,4.0956E+19,6.5675E-07
30677,1.43E+12,4.23E-07,4.0957E+19,6.5675E-07
30678,1.43E+12,4.23E-07,4.0958E+19,6.5675E-07
30679,1.43E+12,4.23E-07,4.096E+19,6.5675E-07
30680,1.43E+12,4.23E-07,4.0961E+19,6.5675E-07
30681,1.43E+12,4.23E-07,4.0962E+19,6.5675E-07
30682,1.43E+12,4.23E-07,4.0963E+19,6.5675E-07
30683,1.43E+12,4.23E-07,4.0965E+19,6.5675E-07
30684,1.43E+12,4.23E-07,4.0966E+19,6.5675E-07
30685,1.43E+12,4.23E-07,4.0967E+19,6.5675E-07
30686,1.43E+12,4.23E-07,4.0968E+19,6.5675E-07
30687,1.43E+12,4.23E-07,4.0969E+19,6.5675E-07
30688,1.43E+12,4.23E-07,4.0971E+19,6.5675E-07
30689,1.43E+12,4.23E-07,4.0972E+19,6.5675E-07
30690,1.43E+12,4.23E-07,4.0973E+19,6.5675E-07
30691,1.43E+12,4.23E-07,4.0974E+19,6.5675E-07
30692,1.43E+12,4.23E-07,4.0976E+19,6.5675E-07
30693,1.43E+12,4.23E-07,4.0977E+19,6.5675E-07
30694,1.43E+12,4.23E-07,4.0978E+19,6.5675E-07
30695,1.43E+12,4.23E-07,4.0979E+19,6.5675E-07
30696,1.43E+12,4.23E-07,4.0981E+19,6.5675E-07
30697,1.43E+12,4.23E-07,4.0982E+19,6.5675E-07
30698,1.43E+12,4.23E-07,4.0983E+19,6.5675E-07
30699,1.43E+12,4.23E-07,4.0984E+19,6.5675E-07
30700,1.43E+12,4.23E-07,4.0986E+19,6.5675E-07
30701,1.43E+12,4.23E-07,4.0987E+19,6.5675E-07
30702,1.43E+12,4.23E-07,4.0988E+19,6.5675E-07
30703,1.43E+12,4.23E-07,4.0989E+19,6.5675E-07
30704,1.43E+12,4.23E-07,4.099E+19,6.5675E-07
30705,1.43E+12,4.23E-07,4.0992E+19,6.5675E-07
30706,1.43E+12,4.23E-07,4.0993E+19,6.5675E-07
30707,1.43E+12,4.23E-07,4.0994E+19,6.5675E-07
30708,1.43E+12,4.23E-07,4.0995E+19,6.5675E-07
30709,1.43E+12,4.23E-07,4.0997E+19,6.5675E-07
30710,1.43E+12,4.23E-07,4.0998E+19,6.5675E-07
30711,1.43E+12,4.23E-07,4.0999E+19,6.5675E-07
30712,1.43E+12,4.23E-07,4.1E+19,6.5675E-07
30713,1.43E+12,4.23E-07,4.1002E+19,6.5675E-07
30714,1.43E+12,4.23E-07,4.1003E+19,6.5675E-07
30715,1.43E+12,4.23E-07,4.1004E+19,6.5675E-07
30716,1.43E+12,4.23E-07,4.1005E+19,6.5675E-07
30717,1.43E+12,4.23E-07,4.1006E+19,6.5675E-07
30718,1.43E+12,4.23E-07,4.1008E+19,6.5675E-07
30719,1.43E+12,4.23E-07,4.1009E+19,6.5675E-07
30720,1.43E+12,4.23E-07,4.101E+19,6.5675E-07
30721,1.43E+12,4.23E-07,4.1011E+19,6.5675E-07
30722,1.43E+12,4.23E-07,4.1013E+19,6.5675E-07
30723,1.43E+12,4.23E-07,4.1014E+19,6.5675E-07
30724,1.43E+12,4.23E-07,4.1015E+19,6.5675E-07
30725,1.43E+12,4.23E-07,4.1016E+19,6.5675E-07
30726,1.43E+12,4.23E-07,4.1018E+19,6.5675E-07
30727,1.43E+12,4.23E-07,4.1019E+19,6.5675E-07
30728,1.43E+12,4.23E-07,4.102E+19,6.5675E-07
30729,1.43E+12,4.23E-07,4.1021E+19,6.5675E-07
30730,1.43E+12,4.23E-07,4.1023E+19,6.5675E-07
30731,1.43E+12,4.23E-07,4.1024E+19,6.5675E-07
30732,1.43E+12,4.23E-07,4.1025E+19,6.5675E-07
30733,1.43E+12,4.23E-07,4.1026E+19,6.5675E-07
30734,1.43E+12,4.23E-07,4.1027E+19,6.5675E-07
30735,1.43E+12,4.23E-07,4.1029E+19,6.5675E-07
30736,1.43E+12,4.23E-07,4.103E+19,6.5675E-07
30737,1.43E+12,4.23E-07,4.1031E+19,6.5675E-07
30738,1.43E+12,4.23E-07,4.1032E+19,6.5675E-07
30739,1.43E+12,4.23E-07,4.1034E+19,6.5675E-07
30740,1.43E+12,4.23E-07,4.1035E+19,6.5675E-07
30741,1.43E+12,4.23E-07,4.1036E+19,6.5675E-07
30742,1.43E+12,4.23E-07,4.1037E+19,6.5675E-07
30743,1.43E+12,4.23E-07,4.1039E+19,6.5675E-07
30744,1.43E+12,4.23E-07,4.104E+19,6.5675E-07
30745,1.43E+12,4.23E-07,4.1041E+19,6.5675E-07
30746,1.43E+12,4.23E-07,4.1042E+19,6.5675E-07
30747,1.43E+12,4.23E-07,4.1043E+19,6.5675E-07
30748,1.43E+12,4.23E-07,4.1045E+19,6.5675E-07
30749,1.43E+12,4.23E-07,4.1046E+19,6.5675E-07
30750,1.43E+12,4.23E-07,4.1047E+19,6.5675E-07
30751,1.43E+12,4.23E-07,4.1048E+19,6.5675E-07
30752,1.43E+12,4.23E-07,4.105E+19,6.5675E-07
30753,1.43E+12,4.23E-07,4.1051E+19,6.5675E-07
30754,1.43E+12,4.23E-07,4.1052E+19,6.5675E-07
30755,1.43E+12,4.23E-07,4.1053E+19,6.5675E-07
30756,1.43E+12,4.23E-07,4.1055E+19,6.5675E-07
30757,1.43E+12,4.23E-07,4.1056E+19,6.5675E-07
30758,1.43E+12,4.23E-07,4.1057E+19,6.5675E-07
30759,1.43E+12,4.23E-07,4.1058E+19,6.5675E-07
30760,1.43E+12,4.23E-07,4.106E+19,6.5675E-07
30761,1.43E+12,4.23E-07,4.1061E+19,6.5675E-07
30762,1.43E+12,4.23E-07,4.1062E+19,6.5675E-07
30763,1.43E+12,4.23E-07,4.1063E+19,6.5675E-07
30764,1.43E+12,4.23E-07,4.1064E+19,6.5675E-07
30765,1.43E+12,4.23E-07,4.1066E+19,6.5675E-07
30766,1.43E+12,4.23E-07,4.1067E+19,6.5675E-07
30767,1.43E+12,4.23E-07,4.1068E+19,6.5675E-07
30768,1.43E+12,4.23E-07,4.1069E+19,6.5675E-07
30769,1.43E+12,4.23E-07,4.1071E+19,6.5675E-07
30770,1.43E+12,4.23E-07,4.1072E+19,6.5675E-07
30771,1.43E+12,4.23E-07,4.1073E+19,6.5675E-07
30772,1.43E+12,4.23E-07,4.1074E+19,6.5675E-07
30773,1.43E+12,4.23E-07,4.1076E+19,6.5675E-07
30774,1.43E+12,4.23E-07,4.1077E+19,6.5675E-07
30775,1.43E+12,4.23E-07,4.1078E+19,6.5675E-07
30776,1.43E+12,4.23E-07,4.1079E+19,6.5675E-07
30777,1.43E+12,4.23E-07,4.1081E+19,6.5675E-07
30778,1.43E+12,4.23E-07,4.1082E+19,6.5675E-07
30779,1.43E+12,4.23E-07,4.1083E+19,6.5675E-07
30780,1.43E+12,4.23E-07,4.1084E+19,6.5675E-07
30781,1.43E+12,4.23E-07,4.1085E+19,6.5675E-07
30782,1.43E+12,4.23E-07,4.1087E+19,6.5675E-07
30783,1.43E+12,4.23E-07,4.1088E+19,6.5675E-07
30784,1.43E+12,4.23E-07,4.1089E+19,6.5675E-07
30785,1.43E+12,4.23E-07,4.109E+19,6.5675E-07
30786,1.43E+12,4.23E-07,4.1092E+19,6.5675E-07
30787,1.43E+12,4.23E-07,4.1093E+19,6.5675E-07
30788,1.43E+12,4.23E-07,4.1094E+19,6.5675E-07
30789,1.43E+12,4.23E-07,4.1095E+19,6.5675E-07
30790,1.43E+12,4.23E-07,4.1097E+19,6.5675E-07
30791,1.43E+12,4.23E-07,4.1098E+19,6.5675E-07
30792,1.43E+12,4.23E-07,4.1099E+19,6.5675E-07
30793,1.43E+12,4.23E-07,4.11E+19,6.5675E-07
30794,1.43E+12,4.23E-07,4.1101E+19,6.5675E-07
30795,1.43E+12,4.23E-07,4.1103E+19,6.5675E-07
30796,1.43E+12,4.23E-07,4.1104E+19,6.5675E-07
30797,1.43E+12,4.23E-07,4.1105E+19,6.5675E-07
30798,1.43E+12,4.23E-07,4.1106E+19,6.5675E-07
30799,1.43E+12,4.23E-07,4.1108E+19,6.5675E-07
30800,1.43E+12,4.23E-07,4.1109E+19,6.5675E-07
30801,1.43E+12,4.23E-07,4.111E+19,6.5675E-07
30802,1.43E+12,4.23E-07,4.1111E+19,6.5675E-07
30803,1.43E+12,4.23E-07,4.1113E+19,6.5675E-07
30804,1.43E+12,4.23E-07,4.1114E+19,6.5675E-07
30805,1.43E+12,4.23E-07,4.1115E+19,6.5675E-07
30806,1.43E+12,4.23E-07,4.1116E+19,6.5675E-07
30807,1.43E+12,4.23E-07,4.1118E+19,6.5675E-07
30808,1.43E+12,4.23E-07,4.1119E+19,6.5675E-07
30809,1.43E+12,4.23E-07,4.112E+19,6.5675E-07
30810,1.43E+12,4.23E-07,4.1121E+19,6.5675E-07
30811,1.43E+12,4.23E-07,4.1122E+19,6.5675E-07
30812,1.43E+12,4.23E-07,4.1124E+19,6.5675E-07
30813,1.43E+12,4.23E-07,4.1125E+19,6.5675E-07
30814,1.43E+12,4.23E-07,4.1126E+19,6.5675E-07
30815,1.43E+12,4.23E-07,4.1127E+19,6.5675E-07
30816,1.43E+12,4.23E-07,4.1129E+19,6.5675E-07
30817,1.43E+12,4.23E-07,4.113E+19,6.5675E-07
30818,1.43E+12,4.23E-07,4.1131E+19,6.5675E-07
30819,1.43E+12,4.23E-07,4.1132E+19,6.5675E-07
30820,1.43E+12,4.23E-07,4.1134E+19,6.5675E-07
30821,1.43E+12,4.23E-07,4.1135E+19,6.5675E-07
30822,1.43E+12,4.23E-07,4.1136E+19,6.5675E-07
30823,1.43E+12,4.23E-07,4.1137E+19,6.5675E-07
30824,1.43E+12,4.23E-07,4.1138E+19,6.5675E-07
30825,1.43E+12,4.23E-07,4.114E+19,6.5675E-07
30826,1.43E+12,4.23E-07,4.1141E+19,6.5675E-07
30827,1.43E+12,4.23E-07,4.1142E+19,6.5675E-07
30828,1.43E+12,4.23E-07,4.1143E+19,6.5675E-07
30829,1.43E+12,4.23E-07,4.1145E+19,6.5675E-07
